human_index	human_id	human_accession	gene_symbol	sequence_sha256
8300	sp|A0A0K0K1B3|TVB30_HUMAN	A0A0K0K1B3	TVB30	9c7109d18be550777d741856187da5be319b1bff97740035ce24850933b080c0
8301	tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN	A0A5F9ZGZ6	A0A5F9ZGZ6	682135a76d36658a6de428c652c2348ea73e47336dbc81acd72bafdba3dc5d0e
8302	sp|A4D2H0|CTGEF_HUMAN	A4D2H0	CTGEF	48071e68731fb99fd27258aae5248d6aa38b5cb64a4026f70500f468c5a80121
8303	sp|O14490|DLGP1_HUMAN	O14490	DLGP1	7479e9162a551814ce3192b98fdb1e7c4b7c493b2fa51d40c6f4be76bf8ca921
8304	sp|O14841|OPLA_HUMAN	O14841	OPLA	8ceff0d7e01f58df495afb125c8a41646097b9b57a0823536a06fa04b51529a5
8305	sp|O60671|RAD1_HUMAN	O60671	RAD1	6d4eaca48a8fdcc411282db242ff8979c3e342bc6527e0c4542c6777a30719e7
8306	sp|O76009|KT33A_HUMAN	O76009	KT33A	8aa1d4f8b3d9bd6d95a1bfb09a2b46701c6b704e20c03b3aa41ae985854ac2c1
8307	sp|O95402|MED26_HUMAN	O95402	MED26	58173a9389686396d94b5092b7885c5ead40d2914add0e824c3b60ee517eb46a
8308	sp|P01700|LV147_HUMAN	P01700	LV147	a7cd89a298e56cce11afe29eddba8b641ac47ed62f21bfbab30212a14a0b2786
8309	sp|P05067|A4_HUMAN	P05067	A4	0f79dd8c1ea278edbe797ca3ccb235de12e8d482492499a37a977a0692d3e49b
8310	sp|P09619|PGFRB_HUMAN	P09619	PGFRB	809c105e2a6e885c842e5d098845d69476d417336b2a21c12259fdcbc240cb32
8311	sp|P0CJ75|HMN8_HUMAN	P0CJ75	HMN8	d83271021b5ae3c0258cea1bf0898f0714320fe72ff85960b59b0fcd5f065eef
8312	sp|P10826|RARB_HUMAN	P10826	RARB	73c83ae388f8feb7c4dc79ffcbcd63aebac2d46b63bf76339a088ecdf3e67bc5
8313	sp|P14625|ENPL_HUMAN	P14625	ENPL	b4dde59d09a72762757501a659d62a606d41edfe4669447bd0f8030fd7f8497e
8314	sp|P15976|GATA1_HUMAN	P15976	GATA1	4d3e8af1c4da25a4f6925f59a12a98af2bf0e4d6d2209ae444d7ffb63075b522
8315	sp|P17787|ACHB2_HUMAN	P17787	ACHB2	6eeefb3d1f9beb3b51b41546f553c008402677f95c2183b45c1f9b34bfb175e0
8316	sp|P22792|CPN2_HUMAN	P22792	CPN2	4c756cc4bc6f848db0b7e7fe2e9cac92bcf1c8891abf0d88c15a444bdf7c93e8
8317	sp|P26715|NKG2A_HUMAN	P26715	NKG2A	314831cbc6e4498d0fcc752197b9432f7f2f39b80bed7e4b715a72171ac2df7b
8318	sp|P26842|CD27_HUMAN	P26842	CD27	7faacb066fc2b75daaf54dc109769f78ca0c90e03d1fa6655283145dbcd47ba8
8319	sp|P29536|LMOD1_HUMAN	P29536	LMOD1	d397bc1e27dd5b374a3d5ef9298a78437f49ae21dbc360fd6b31be83f0127381
8320	sp|P35221|CTNA1_HUMAN	P35221	CTNA1	3f02d1069dd454f464710c51fdb466fee0477c628bfb5c4b58c133c2ff79bc42
8321	sp|P41597|CCR2_HUMAN	P41597	CCR2	7a8225f899d150aefb4994c9753cd58af00aca868a6f56174a715efaf972a04c
8322	sp|P43489|TNR4_HUMAN	P43489	TNR4	961acc71fe9b1ba77818a9ff4ffc482d025282f51ac07b592ad4ddeadfc2d60e
8323	sp|P50226|ST1A2_HUMAN	P50226	ST1A2	5b6b8563ae5cbb4652480dcf9c15678064f1df1894d60564c8743f778af2221e
8324	sp|P53803|RPAB4_HUMAN	P53803	RPAB4	3dd88af586223a919e6e3b007bd928064c8f2844eaa457c05c3894dc423c0961
8325	sp|P56180|TPTE_HUMAN	P56180	TPTE	67f8158e4f590c24e97006c5df5ba0610c5bff338af339ef3a52feb6d3a7549b
8326	sp|P63146|UBE2B_HUMAN	P63146	UBE2B	33ba94d7c88dc47b80d3b46b74e4b6daf8e8be998b9d915869b0b880b29025e0
8327	sp|P63302|SELW_HUMAN	P63302	SELW	49e2ac0feb9b939ebf154aef56ddd9ab70282bd5e8bc1ae75045b26a0719855f
8328	sp|P68036|UB2L3_HUMAN	P68036	UB2L3	2efbdf5de663979bb82829a050efd027644040303b95d571caa5d39e809b644b
8329	sp|P78383|S35B1_HUMAN	P78383	S35B1	e512642870001dbc513d1dd0e6631c9cf829bb700d1dbe0e4278cc2922ea1679
8330	sp|P78396|CCNA1_HUMAN	P78396	CCNA1	ce107668bf274680532ccbc69794af8261e2df408a7e77320f3881a40e360d36
8331	sp|P98175|RBM10_HUMAN	P98175	RBM10	14ee69b1a19a03372946f30cbf7f3656100e0be94e39f5b9ea9fb6e301e86081
8332	sp|Q02952|AKA12_HUMAN	Q02952	AKA12	7306936a1914ca0780a8a3f240dd186be05d43819ad31d12a25461c41732d7f2
8333	sp|Q12879|NMDE1_HUMAN	Q12879	NMDE1	1e865dd08ec23cfb4ba716c63359e383fb948aa26261eeb5a0f9d7462536db0f
8334	sp|Q12899|TRI26_HUMAN	Q12899	TRI26	14dc23eca69b7dcd81b0563cb4346f62bad1adf9aa15d460b1b1e507946efb69
8335	sp|Q13029|PRDM2_HUMAN	Q13029	PRDM2	6bbe73d92d551f395395b977e7fedcfe6fa284e783e5dbc2630dcd063f2ac1d8
8336	sp|Q13106|ZN154_HUMAN	Q13106	ZN154	c1935418c0c3e857cad5d99c9deb98618810c93f290961fd2cddfc0fc35388b8
8337	sp|Q13201|MMRN1_HUMAN	Q13201	MMRN1	dbaf6de802c8a3176c3a724f11840c1b0be0f61459f3b1607fafae62df1ccb41
8338	sp|Q13469|NFAC2_HUMAN	Q13469	NFAC2	dd49c653dbe1701bb7a79aa17a40a1d766af853869b6ceb6d2c2be390bfed542
8339	sp|Q13976|KGP1_HUMAN	Q13976	KGP1	302cee0ea5d836a035a435c47963b1f5c713d909486a412fd74929f18d3298d7
8340	sp|Q14690|RRP5_HUMAN	Q14690	RRP5	90c84a74e4ee230b51dbda511ad1b04a88a8cd0e3522ea9cba718c4dba00dca4
8341	sp|Q15050|RRS1_HUMAN	Q15050	RRS1	79e784771dd5b0f50eaac66a4686fd755a4505e2a1e940ab0b53c7519e213272
8342	sp|Q15208|STK38_HUMAN	Q15208	STK38	fe6c53c334ac18897f9a3ddc8357b071fccebb3e9ac046fc79a9142cee695ee3
8343	sp|Q15375|EPHA7_HUMAN	Q15375	EPHA7	534c81103e759078f92a338086834ea6156abcbd27b99589d549e3787e70d33e
8344	sp|Q15646|OASL_HUMAN	Q15646	OASL	7fbd747903f938a85efd785389f7fb3c6e955765bd6fafb6d28d87c1472dfa6b
8345	sp|Q3LIE5|ADPRM_HUMAN	Q3LIE5	ADPRM	f35e056b5b569ee6e4e3666529d8aa04b8bbaa87936ad30d4e23ced761b10c95
8346	sp|Q53EL9|SEZ6_HUMAN	Q53EL9	SEZ6	c027e8e8de1533f800e1d581630e2bd55834da7df4fd397b3bc848baf86b2c06
8347	sp|Q5TGI4|SAMD5_HUMAN	Q5TGI4	SAMD5	f39a81e32e044370da7eec5a43a6f6df09a9b6737b19bf6b68ca0ae52f1641ae
8348	tr|Q68DW6|Q68DW6_HUMAN	Q68DW6	Q68DW6	12c109732c0eb4f730367142eca47d13b4bda5435a07d2575c7a29480dab0cc2
8349	sp|Q6IEU7|OR5MA_HUMAN	Q6IEU7	OR5MA	885835a376190df430232ea2edbd296537e94ba8a98dbb74d4d62708c5336647
8350	sp|Q6NT52|CGB2_HUMAN	Q6NT52	CGB2	98a86706f191a3ad91054f447a4577c2af5514038f4b8bedb75b2383fcbd223b
8351	sp|Q6P4A8|LYLAP_HUMAN	Q6P4A8	LYLAP	1c06e26a07ce800c940f71ab12b05cca8a9e73ccfafc0580f8a98472e743d6e3
8352	sp|Q6UW32|IGFL1_HUMAN	Q6UW32	IGFL1	f4c28ab57ec0723c1cfb873d43a1093227957eda7e524c7a774f40792f151921
8353	sp|Q6UXV0|GFRAL_HUMAN	Q6UXV0	GFRAL	9674ae254efaa5e9723195db2f9fc83efdfa15733fe9b2b2af9e6fc93dcb31ab
8354	sp|Q6ZRF8|RN207_HUMAN	Q6ZRF8	RN207	27da03edad1bfb749962bd6d85ab506018dceff998fda602d759d45d41dc6596
8355	sp|Q6ZWJ1|STXB4_HUMAN	Q6ZWJ1	STXB4	0b8a2dd9d65f00eecc3d9672c72f1fa37c27723993a1ce0b5b6e7312be509bdc
8356	sp|Q7RTY9|PRS41_HUMAN	Q7RTY9	PRS41	12962be00fd2341396fc7204707560b0d27cc0c0e4175eb2f8ec613cc685ed06
8357	sp|Q7Z2X7|PAGE2_HUMAN	Q7Z2X7	PAGE2	6ab2d7080d3cd43887d131187acbaf417553a15a10d1a5191c52aa06b317ccaf
8358	sp|Q7Z7B0|FLIP1_HUMAN	Q7Z7B0	FLIP1	1643bb8224023a537702c75ac296766ae906dbdb5f0ff2a4154d7fae61ee8e48
8359	sp|Q86SG4|DPCA2_HUMAN	Q86SG4	DPCA2	0e782e87838eaaa50ba64f5c7b535a0c81f0983182b178966c763b439e4d3f67
8360	sp|Q86UX7|URP2_HUMAN	Q86UX7	URP2	3a88f4dde4e323eeea86cef0bb34fc8cd86b6ffa3694e49b7024ad5cdf951591
8361	sp|Q86W28|NALP8_HUMAN	Q86W28	NALP8	f608482323676f8f7e419bcbbc0d746f558bd184f0b4f1b3d5daa341f9c98cf1
8362	sp|Q86YI8|PHF13_HUMAN	Q86YI8	PHF13	69e5d743296162538d3dfa47666a107f5e5852566abbb51dee0af11a561fcbfd
8363	sp|Q8IV08|PLD3_HUMAN	Q8IV08	PLD3	b4f185cb895fd72aea1ae2aedda2527b0e88295db4eeb419efd41f7e2530fb0a
8364	sp|Q8IXT2|DMRTD_HUMAN	Q8IXT2	DMRTD	20c413cc08edb8f5cdf559125fbec67787d352b84aa9b355a0f6a1d4dc01ef5e
8365	sp|Q8IZ81|ELMD2_HUMAN	Q8IZ81	ELMD2	27e9441000ee728b6e77bad822e48c1e30afcdd7daf9c12e093ebf4505d60c34
8366	sp|Q8N3L3|TXLNB_HUMAN	Q8N3L3	TXLNB	ef768b40079e74759208ca217532969b046baeef9e9da5e05f0a2c5e9b064661
8367	sp|Q8N912|NRAC_HUMAN	Q8N912	NRAC	fea8367d5b572aa0e34e57520729254de089ec9291c661a93821da62e998028c
8368	sp|Q8NBR0|P5I13_HUMAN	Q8NBR0	P5I13	2a378a647202c1fd8aa2f1265ed0b007df777b77263f597267ec7885135a79f0
8369	sp|Q8NCQ3|NC301_HUMAN	Q8NCQ3	NC301	64806e68bcc5cb3211073a4660339a6cfd6e02dc9b77f9a74952cb357361cc2d
8370	sp|Q8ND25|ZNRF1_HUMAN	Q8ND25	ZNRF1	520bf86d51ab301e2c5a1b20985097a8b4b0e4840b94c7822e4cb98ebade8ea6
8371	sp|Q8NDV1|SIA7C_HUMAN	Q8NDV1	SIA7C	45fac7e42df723fa1a9b82ccb4ae1a55461d9a6f40bf6452cf959551866a9392
8372	sp|Q8NGC2|OR4E2_HUMAN	Q8NGC2	OR4E2	cbc3166a401b593088a4c4481b370e0cdda65887359f6e7d3bcf2c443ddaca9f
8373	sp|Q8NHG7|SVIP_HUMAN	Q8NHG7	SVIP	7a545bfc58393860bd1b123f16912a00651484eac63fc283cb3f6694800478b4
8374	sp|Q8TE85|GRHL3_HUMAN	Q8TE85	GRHL3	7d10818504bb7d3284d369be2addfd7590a838924e7bf467ec1e91b0cf3a9899
8375	sp|Q8WWZ3|EDAD_HUMAN	Q8WWZ3	EDAD	84e12e5abf396d1cf07f2b33a6c76a52bea1ccafe9d611b4c7a97441ee0b224b
8376	sp|Q8WY50|PLAC4_HUMAN	Q8WY50	PLAC4	e0fa605fdd2bfee2c7566cf925240863dcacf93674bca054a2d5bbd775c2c974
8377	sp|Q92806|KCNJ9_HUMAN	Q92806	KCNJ9	0561ad193079fe07f99ecea18c22f512d307f17b73496f480e9b465bb75a697d
8378	sp|Q96B96|LDAF1_HUMAN	Q96B96	LDAF1	a40a14c9cbfd3123b956d2496374599308a9316016a55b8604021cfefd76b731
8379	sp|Q96DW6|S2538_HUMAN	Q96DW6	S2538	91fa55e90e669a6114026c15ee3ea5ce3e2549b713bccb882cf372f6a2ff9de9
8380	sp|Q96GM1|PLPR2_HUMAN	Q96GM1	PLPR2	da6e8fcad2358036d4660557b9f4bbdc5b01efa6c3ba8c90ed07efe37d48778b
8381	sp|Q99966|CITE1_HUMAN	Q99966	CITE1	ac99edbe44a71a7fcd658513c228fd088f1087162470cfdb1ccbc667db1f97d2
8382	sp|Q9BPZ3|PAIP2_HUMAN	Q9BPZ3	PAIP2	e5d64384095284f24983ede5cb7fca0e5433feeb80afd455e7b25135e0cd5d74
8383	sp|Q9BTE6|AASD1_HUMAN	Q9BTE6	AASD1	f953876a4fec88d1587fdbccb92ae05041bcb309d5ae4e9ae41b24bc2323cdcb
8384	sp|Q9BTF0|THUM2_HUMAN	Q9BTF0	THUM2	a8ba08dce1c6e83148b98d39220448ff29821f1c0fecff3e90774f74f7e584c6
8385	sp|Q9BXL8|CDCA4_HUMAN	Q9BXL8	CDCA4	979da27ba05da5179fe27c5ac36d70fae31ef06049177ed71c886c168eb07ef5
8386	sp|Q9BXV9|GON7_HUMAN	Q9BXV9	GON7	9335b79a633c1e1590719d4522bead3a96fcff67e366445d1b2ef87b3a00683f
8387	sp|Q9BYS1|KRA15_HUMAN	Q9BYS1	KRA15	6f2847526ff9545da1b2661e479cb1e502647deb761810d2e0084927a490fcd5
8388	sp|Q9H0P7|AGIT1_HUMAN	Q9H0P7	AGIT1	b5e2ec4c0e3b7ee866b095e2f33ad53d14d65d71f6936cad384bbe8fa3fffb1f
8389	sp|Q9H211|CDT1_HUMAN	Q9H211	CDT1	a86cdaa63bb32b37b1385b154bb3fea5dadf990f4e495a08ba648bfdfa21727e
8390	sp|Q9H777|RNZ1_HUMAN	Q9H777	RNZ1	6788ab0539c218f96250b54fe6da8dfa3b2cd2b25331aa8ebf0d350cc457c3ad
8391	sp|Q9NX95|SYBU_HUMAN	Q9NX95	SYBU	3ec8cff5fb99a489aefb17a3816725cc8d63e45a77102cef665d71ecc62976e2
8392	sp|Q9NXV2|KCTD5_HUMAN	Q9NXV2	KCTD5	3fdcb4bb7640f5c4d8e731ff7c2d6c991ca6d8c0646762da3762b71bce11c0c9
8393	sp|Q9P2V4|LRIT1_HUMAN	Q9P2V4	LRIT1	02afe951ba6c5203279ceaceb573c3341f1106b8a97f2478ca48c1d9c8ea8555
8394	sp|Q9UBW8|CSN7A_HUMAN	Q9UBW8	CSN7A	3a9e9009080ecc449c481134e5f7e592f62cade0bfddcc46b8e7d11a2aafeae3
8395	sp|Q9UFV1|TBC29_HUMAN	Q9UFV1	TBC29	763d3f2bd1fedd7c71d428254db7536cb8efbf0b9ea4099f1c62958a809c77ed
8396	sp|Q9UK53|ING1_HUMAN	Q9UK53	ING1	1378727d869b8eb74f496991efe07100122e912d17367ae4b38743f858ba02ac
8397	sp|Q9UPG8|PLAL2_HUMAN	Q9UPG8	PLAL2	0872af6a83ad93e045fd6193428302daffd2571f60eecff4eb094f07c4b12d1c
8398	sp|Q9Y228|T3JAM_HUMAN	Q9Y228	T3JAM	c8af0f942d9757b19034a0c024e92dfa3e8368338916c51d59b3edc78388336f
8399	sp|Q9Y3C5|RNF11_HUMAN	Q9Y3C5	RNF11	aac3909c29a7a847aaae42d7626521507a5ccf23fd9b5ec18bedff1d757e7aab
8400	tr|A0A075B6Y5|A0A075B6Y5_HUMAN	A0A075B6Y5	A0A075B6Y5	e6e02d4ef2131a207115dff98e963b8299a496181a7fad3ca2138589a5f437d7
8401	tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN	A0A0G2JLG4	A0A0G2JLG4	29cfb18d3aedd7aafcb7c503c3ad88cee339882fae99f1975cb3fc25eb870bd4
8402	sp|A0A5F9ZH02|SIM42_HUMAN	A0A5F9ZH02	SIM42	8625098eac457a7c0fbd2cd38d808b20c6cad7afe143eee4d0a00e77691db43a
8403	sp|A1L168|CT202_HUMAN	A1L168	CT202	1c55228046f9a00ef006606b096719d3dcc2d09d2d1b8bb6b44f6da884e3bada
8404	sp|A5D8V7|ODAD3_HUMAN	A5D8V7	ODAD3	29dc17d8f4954d4f3019e03ea56508bc70b49e9f77c2c4d7e30b90040cd15f75
8405	sp|A6NHY2|AKD1B_HUMAN	A6NHY2	AKD1B	ec2a8b10eb262e1905a692451fcf27b81a5333e1f1fd14db5b97b2ddddb60249
8406	sp|A6NK89|RASFA_HUMAN	A6NK89	RASFA	d12c397e6aec531275e70e0324ef5ba9966c33055cf7d5e87815467813db8ba0
8407	sp|B4DH59|NBPFP_HUMAN	B4DH59	NBPFP	3c14a0afd14e096bf55d7cb6d1107079e705d80dcd74be3e5babf09409927f26
8408	sp|O00151|PDLI1_HUMAN	O00151	PDLI1	35583db46f26e270e0ea8d841c0c113d3218a65ac07c6c8c71ee1760594cda6d
8409	sp|O00267|SPT5H_HUMAN	O00267	SPT5H	764ff75d65f654b20d646bb20e21064b7d9795e1a11222e8da40715f0bb354e2
8410	sp|O00338|ST1C2_HUMAN	O00338	ST1C2	de5bb0bccd47ab27a828e08dcc778064614ceab37feb52d91ce5715738a97f70
8411	sp|O00625|PIR_HUMAN	O00625	PIR	6a3c4ff86a9d3e2b2dbca34cb2894dcf9b8d7a80ccf36f26dadf2a34b42767d5
8412	sp|O15047|SET1A_HUMAN	O15047	SET1A	8fd9bd68bdbc7e7399bfebaf3c3eb427c98e92ad8a17a144a1fdf7bd9688756a
8413	sp|O43613|OX1R_HUMAN	O43613	OX1R	4fa99a96e770e04d266b6fbcea85aaa1ec455c0ca9e8601a4cbd726322cd25aa
8414	sp|O60543|CIDEA_HUMAN	O60543	CIDEA	a63ba7fcfd7f6d36408c58ec0f0e3b6d54223188ef2cedc46b47af84c60d7beb
8415	sp|O75581|LRP6_HUMAN	O75581	LRP6	f528abfd940d09acb9b1a49aa3aa5ea39d9f76212f939b2a624326ec45f40f93
8416	sp|O94876|TMCC1_HUMAN	O94876	TMCC1	9dd834ffe5793271870975836ac268fc5830c13ad9deb2e49672d70a9e8bc7f0
8417	sp|O95810|CAVN2_HUMAN	O95810	CAVN2	2f760e2ed9ee8daa91a40fb34d0f50141d372ca718284e746a8a7eb1cd632f52
8418	sp|P00740|FA9_HUMAN	P00740	FA9	32f5d032de97ea22d5e46e0ad5aeeaf19f1b5f3636dc0424cee6bf92e6035a2a
8419	sp|P01825|HV459_HUMAN	P01825	HV459	fb0a5eae0a79dc046aae485b988104195e9df589f6f92c75e119c0fccd1b9a69
8420	sp|P08195|4F2_HUMAN	P08195	4F2	5e62901219bb847a8df95a2c7be5b95ea2e1b083c310dfb5124f8a0f2a93f876
8421	sp|P08887|IL6RA_HUMAN	P08887	IL6RA	0a6dd3532fb428ec0831e37a6623d71c25d45e753afe87bd4ac9721c9abfbf32
8422	sp|P11309|PIM1_HUMAN	P11309	PIM1	cbbfcc670c8d3cfe5351d9417fad177009931986ab5207bc8bd5898e389de502
8423	sp|P16473|TSHR_HUMAN	P16473	TSHR	abb482de486eda31e5b719a969581bd51545802ae5caf5c38765663b0168752d
8424	sp|P23527|H2B1O_HUMAN	P23527	H2B1O	f699f9facc071fd87fef7e2d195249c4b47436d7e68a62c8e1a70aa5daf9f92a
8425	sp|P25116|PAR1_HUMAN	P25116	PAR1	9a65515effc758706ec8fcd697bce5e4a7a33bc8395b985ec934cb11bacf06a1
8426	sp|P29083|T2EA_HUMAN	P29083	T2EA	df85993a33a1fc38739595ca09eb0246ac5cc29a5fcdee0c4b4056491861acfd
8427	sp|P37268|FDFT_HUMAN	P37268	FDFT	f9537e5da6e5e72a4aba42c80daa21b614f459c5a11e7973bf23377f8918891b
8428	sp|P42766|RL35_HUMAN	P42766	RL35	e5524cc2f2b08493aaddbb3e1870c0bd672d501cd1a9569022febf6b958ae85d
8429	sp|P49798|RGS4_HUMAN	P49798	RGS4	bf0036a7ac9973a614115b85f8d69cca09ba1e08ed26674c8a80bbf7da33a8f7
8430	sp|P49913|CAMP_HUMAN	P49913	CAMP	832767a482d3366ade1caf354963392018cd1e90dbe072a06916b5442cd191a0
8431	sp|P50748|KNTC1_HUMAN	P50748	KNTC1	32e9b3ea9b7adf8751c5748c91e03ed76c386d0bf4b3f300427b992ef9dd3f40
8432	sp|P55011|S12A2_HUMAN	P55011	S12A2	b72a2dbb1658fe5a77adca6cb8fa7dac713c886c73da81bd3093a9cf81525165
8433	sp|P62328|TYB4_HUMAN	P62328	TYB4	43f93e1c3854918c221dcf0d9cbac12f876ae036d8df29803503429512fa474f
8434	sp|P63272|SPT4H_HUMAN	P63272	SPT4H	e5ae1e7a2037908fca2606c38074740e3624847a38741d309c0b895a9c25bc05
8435	sp|Q00534|CDK6_HUMAN	Q00534	CDK6	051fc4732e4921492421cda1544c298561f4d5e41751c6e73886e38ed9280207
8436	sp|Q02383|SEMG2_HUMAN	Q02383	SEMG2	aeedcb5baa8e65132ef65da5aecc3cb36c69c22d47583691970373a4ebb10774
8437	sp|Q08426|ECHP_HUMAN	Q08426	ECHP	7d11e5ece415ce8805d709c7cd06fcb084d7a56b4b31e6b7c9489b8015b7f066
8438	sp|Q08ET2|SIG14_HUMAN	Q08ET2	SIG14	92b3734c7620266aae344231199917f11a49d51e362cec8c233b1fb12d103931
8439	sp|Q0VFZ6|CF210_HUMAN	Q0VFZ6	CF210	c6825e810b5f85107f7c6db73d09957bb52f6dc751409c0a4b83014e1d409f2f
8440	sp|Q12857|NFIA_HUMAN	Q12857	NFIA	d61a3a519c47749ccac7877f3f3bfbb60bd1518fc06a929e4f3c54ce1c7e8059
8441	sp|Q12893|TM115_HUMAN	Q12893	TM115	3b9d0ca36c9ab3224442142cff165973bd8d2edda4a75ae66a5302ee52387f68
8442	sp|Q13145|BAMBI_HUMAN	Q13145	BAMBI	b1ca5664f2061e9b908d8cecb18486921e6057086a9159aadd8420df3107fc6c
8443	sp|Q14209|E2F2_HUMAN	Q14209	E2F2	317138f01ef9ee63783fd70c5c134d78fbde148a981c8f92946fb5cc5d8b7100
8444	sp|Q15935|ZNF77_HUMAN	Q15935	ZNF77	5c823922bb4cc7a2c5e6dda12fe6751a158527bca060a8cc3e59983720e06876
8445	sp|Q16181|SEPT7_HUMAN	Q16181	SEPT7	70a8818381fa46f6cbc7991d75e94c41d8508c0c798a6a1ec0efbe3fcd6344f2
8446	sp|Q16627|CCL14_HUMAN	Q16627	CCL14	fae18ccc505fceb1fc74ae5a227939ef2a971566246c949702fc794f284f3363
8447	sp|Q16719|KYNU_HUMAN	Q16719	KYNU	6ec00ecc3c28546d1fe1bd21f4aa0359aa071da30c8107fbb36eaf8da1039885
8448	sp|Q49MG5|MAP9_HUMAN	Q49MG5	MAP9	8af1d738a080165ba08d622e6bfed1c08ef045a2ecea3463d88077c16b7921a0
8449	sp|Q4G0N8|SL9C1_HUMAN	Q4G0N8	SL9C1	4808633602183e9d9a465c7d26f643a82fa208a0c358785f01d8b4b39d4968ce
8450	sp|Q52LR7|EPC2_HUMAN	Q52LR7	EPC2	78132a11afcdcdccf88d324ef52b00d1268d93427a59b654ffbc95f0df411d4c
8451	sp|Q5TAA0|TTC22_HUMAN	Q5TAA0	TTC22	b65af53b135362116132cfa2067eceb89557375a97cb5f5e8fce2341b50dab68
8452	sp|Q5VXU3|CHIC1_HUMAN	Q5VXU3	CHIC1	0e015cf6ab45ea9e7165b43793b0b2acaf6d07561722f945405af69642ca05eb
8453	sp|Q69YZ2|T200B_HUMAN	Q69YZ2	T200B	9ee4dda3be2e5be14460645a55c60755056e02ae14e5f9dc54827c5685487451
8454	sp|Q6DD88|ATLA3_HUMAN	Q6DD88	ATLA3	96ecd479b2949c7e473a9c5af53042d3ea3e0ba5c078e0513fe9deb8152f470b
8455	sp|Q6DKK2|TTC19_HUMAN	Q6DKK2	TTC19	ddd7deaf76f689967fff4a4c3d01bda3ade0de4173c5ac879b97f982c7c19573
8456	sp|Q6IBW4|CNDH2_HUMAN	Q6IBW4	CNDH2	353ce079ea3379e72a313b624d51ef620f2866c9a533442ba76209ed6b681ff9
8457	sp|Q6MZT1|R7BP_HUMAN	Q6MZT1	R7BP	b11450ef1b3db8b7b75edadeb247063fe990232c2dddde83217426352030fdaa
8458	sp|Q6P656|CF161_HUMAN	Q6P656	CF161	1d9386dba6f49ee274aeb32d86ab51d58da828c949c41beb72eb27d516b9fb7f
8459	sp|Q6XZF7|DNMBP_HUMAN	Q6XZF7	DNMBP	37a524f982ccf6bba67673ea5b442b9e28713472b8e25287502b4c9b56af1309
8460	sp|Q7Z4L9|PPR42_HUMAN	Q7Z4L9	PPR42	8ba5184298245d6e3ec1d55a210c8f6cafc1a17ffd1ad9665d572772048e346e
8461	sp|Q7Z5Q1|CPEB2_HUMAN	Q7Z5Q1	CPEB2	2e7563cf220d6ac022ee267cada45bd579f7ab341b6ca457b7733412565f4891
8462	sp|Q7Z624|CMKMT_HUMAN	Q7Z624	CMKMT	368fccbe96e5c1c535dd148210f0098b0f088c22611bbb7e34183d2c8d8b0caf
8463	sp|Q8IVL6|P3H3_HUMAN	Q8IVL6	P3H3	da43b521736b4b39d9d3da71c8785019d37f9c6655a7b0c31060e44a5b097a78
8464	sp|Q8IW00|VSTM4_HUMAN	Q8IW00	VSTM4	0cf303baf76064806cce8d05b9de88a9723fc0e3a842358fc13c535d6543bf6c
8465	sp|Q8IZJ3|CPMD8_HUMAN	Q8IZJ3	CPMD8	6b7e88337608d5bda9a25af1736fa41a5e69adaf11f12886c01e5a470ea04106
8466	sp|Q8N319|CF223_HUMAN	Q8N319	CF223	35376105f131dbf816a2b9b2d7f81faf1033bf948c6836673c860ebe65d614e2
8467	sp|Q8N6C8|LIRA3_HUMAN	Q8N6C8	LIRA3	f736fd2a8d91701b9df6e6442b9f0f5fb48a8e05134eac0a3126afb241b46d78
8468	sp|Q8NGY5|OR6N1_HUMAN	Q8NGY5	OR6N1	a429fc622961a29121043b0c0afc854f7ba0941c1ae9c1e9200ddbe4b40e4d4b
8469	sp|Q8TDU5|VNRL4_HUMAN	Q8TDU5	VNRL4	262001039b82188c9db4325c3d556d4a57c5a6174a67470978933460733038ac
8470	sp|Q8TF72|SHRM3_HUMAN	Q8TF72	SHRM3	914fd333fa074f1efabeef9f2d83a29223c1b61122fa67d3c42988893626b469
8471	sp|Q8WWH5|TRUB1_HUMAN	Q8WWH5	TRUB1	a8b1c6fb614cf444ea83a07ddcbc73cae6ba380020ba88c4c47847822d5dafcf
8472	sp|Q92730|RND1_HUMAN	Q92730	RND1	ec809f816d84a8e7b627fe17ead9c31bd268d2dc009b62d4ad25d047caab9bc4
8473	sp|Q96A83|COQA1_HUMAN	Q96A83	COQA1	d83f5650e5d8cdb04caad2ec8e3ca6a444a1ee1c84cd49ac0c890385eb445543
8474	sp|Q96BX8|MOB3A_HUMAN	Q96BX8	MOB3A	6da9eb86f42c8b6eee2cac96ed09c630f34912f1de9dcad8abe27b18e7042ae1
8475	sp|Q96NA8|TSNA1_HUMAN	Q96NA8	TSNA1	c9db13fdf257d0418b47917f4eee14e423599ee11ebede3ddc44857e15da838a
8476	sp|Q96Q42|ALS2_HUMAN	Q96Q42	ALS2	4dfeeeeed71457bef3a5582a542e6ceb3cf0f8be02a1857c4614caecfe81bbae
8477	sp|Q96R48|OR2A5_HUMAN	Q96R48	OR2A5	56cffb7f3687673139b7484c495e7fdcdd5ae2561dbe7af4f2b4211421737ac2
